atac_logfc	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me3	H3K9me3
chr12:53045703:53048003	-0.0093869818081604	-0.358355261692424	0.0306964348829691	-0.14994462991787	-0.20482149780038	-0.0919987335613541	-0.258097218273493
chr12:53045731:53048031	0.025125589392965	-0.371438261845278	-0.0960979960137619	-0.0906939062788364	-0.29279898175565	-0.165135461216909	-0.238695678155904
chr12:53045750:53048050	-0.069682295141252	-0.431895757449775	-0.0506958179742941	-0.0948848289459582	-0.206250946281364	-0.125096764039353	-0.314739832238453
chr12:53045761:53048061	-0.0145713294918341	-0.444984485026303	-0.0984158991405322	-0.0908470749907755	-0.210812546618527	-0.0353738843884738	-0.280418912528553
chr12:53046736:53049036	0.133960150920112	-0.607159770196608	-0.194009256064705	-0.143317241113623	-0.155878117191456	0.0185999582458474	-0.0899950380604713
chr12:53046750:53049050	-0.0213759072767778	-0.590732984139399	-0.311693985987003	-0.103939395253042	-0.175836124631396	-0.026721323236674	-0.0640464137723418
chr12:53046769:53049069	-0.111767108798924	-0.574642414631866	-0.31258466235713	-0.126281864203409	-0.247851527315232	-0.0712068165511317	-0.0799462707343148
chr12:53046771:53049071	-0.105655386578846	-0.580515422632611	-0.258685446055303	-0.234489286784483	-0.225317450044339	-0.027753123203826	-0.042062237431085
chr12:53046795:53049095	-0.0452206295316691	-0.330093619529562	-0.183806537980671	-0.152076754928235	-0.168732103621235	0.0205810920195781	-0.201307742974716
chr12:53095666:53097966	-0.525396842137173	-0.290325052575018	-0.00946047678388316	0.0447583963512923	-0.0803493830236271	-0.0676591967668261	-0.107311658808171
chr12:53450101:53452401	0.071860213301505	-0.35716677440685	-0.198597214823358	-0.268656754648296	-0.232440610769711	-0.198591188044568	-0.20075334865178
chr12:53450125:53452425	-0.0119865257026656	-0.454207548045663	-0.206475124555628	-0.27846265608383	-0.234303555143018	-0.173119912596476	-0.000999745104435243
chr12:53450128:53452428	0.0423598697912944	-0.4589079606967	-0.179482352224359	-0.21646781644835	-0.193335306766423	-0.153142846837983	-0.121892310681495
chr12:53450324:53452624	-0.203867486711811	-0.304344435833601	-0.224250019125878	-0.147797511379259	-0.0644341691004173	-0.17262591999784	-0.151921795725016
chr12:53450367:53452667	-0.0832671948123497	-0.203385023714048	-0.220090763057809	-0.173526853063282	-0.162207372009875	0.086987938293254	-0.103137982639684
chr12:53452733:53455033	-0.214298105731909	-0.152147350633972	-0.197223310953306	-0.269115810486136	-0.125914073286866	-0.13570823998348	-0.146960132432389
chr12:53452735:53455035	-0.157203204728025	-0.145214286705149	-0.136503616110866	-0.217905202180402	-0.0620674119903385	-0.192623800149735	-0.145199785123967
chr12:53452736:53455036	-0.155196665338427	-0.145596669583618	-0.139011029116458	-0.216628683870895	-0.0615647643955139	-0.193088211079028	-0.116948261653145
chr12:53452778:53455078	-0.191078166635279	-0.14766170525959	-0.175024086360014	-0.293714811618812	-0.130624872704498	-0.102072263427122	-0.105388550065043
chr12:53452784:53455084	-0.212085642733425	-0.144020358249933	-0.0906944720861979	-0.296695189852128	-0.123269543561909	-0.067598348883216	-0.174562157409194
chr12:53452809:53455109	-0.184950752137985	-0.125180743796722	-0.0965956142659527	-0.327744258081061	-0.0654147408524689	0.0108981713017357	-0.176878933621053
chr12:53452859:53455159	-0.249205886064931	-0.147514814841315	-0.0621002578638826	-0.266922066104598	-0.0126281726597124	0.0196264785939619	-0.0840538561010258
chr12:56114631:56116931	-0.245229130810149	-0.475081832378091	-0.307682111024585	-0.611642423876921	-0.237566552556818	-0.263474011246373	-0.310095364545515
chr12:56114632:56116932	-0.303797307850359	-0.369964198822344	-0.331129955244146	-0.578932546168151	-0.239976714522683	-0.28695555631667	-0.358578341324429
chr12:56114767:56117067	-0.167044760154173	-0.418287252544237	-0.35790122014141	-0.260659245482552	-0.231392922768382	-0.270659180108675	-0.42883574130229
chr12:56348612:56350912	-0.124536247768468	-0.0800880408389074	0.0230633824264064	-0.0348363905052979	-0.0764800105599049	-0.3434571286554	-0.0356619302642043
chr12:56359796:56362096	-0.116203321351662	-0.23025840212172	-0.120998551740631	-0.0396617494115134	-0.211654471990079	-0.218385046006105	-0.012772312827666
chr12:56359800:56362100	-0.195426332295095	-0.278668168417346	-0.141072639614447	-0.0910149642956636	-0.318949858205438	-0.228185548704437	-0.0379709459816118
chr12:56359806:56362106	-0.19693054553518	-0.28540963512835	-0.118868114676849	-0.0760050338238795	-0.270474146367826	-0.229219727594702	-0.10432922882961
chr12:56359807:56362107	-0.119568639061855	-0.253658436716571	-0.063138589256489	-0.087455050450632	-0.24429945582439	-0.31774668426058	-0.108300956068559
chr12:56359810:56362110	-0.0813098138723555	-0.195540058291743	-0.0594451312944589	-0.0764828779797282	-0.241902470689945	-0.251857038654029	-0.0864097099919911
chr12:56359817:56362117	-0.143230410014358	-0.184000892962839	-0.063500492988834	-0.105512094189192	-0.250704270359041	-0.263437478595036	-0.0937694772880701
chr12:56359826:56362126	-0.145186630672919	-0.199954309246321	-0.0446182356801419	-0.11914779791074	-0.294604502703262	-0.216982976973069	-0.0923562587383459
chr12:56359831:56362131	-0.0478093446017762	-0.276439456258342	-0.0772137539344174	-0.040720093287122	-0.310446232375606	-0.216282525674799	-0.0881694720182027
chr12:56359834:56362134	-0.0273663678728638	-0.34965346972627	-0.16519780024471	-0.0179590537399581	-0.293301250759126	-0.170964208194248	-0.0971954030683213
chr12:56359842:56362142	-0.0526308312739595	-0.27376764167662	-0.179404564434582	-0.0851582084745871	-0.270184257310495	-0.128964317324381	-0.165359365077172
chr12:56359855:56362155	-0.0964800284906124	-0.256445387677526	-0.12023630212686	-0.129100935271533	-0.221957466679808	-0.199231408402765	-0.120016626243007
chr12:56359861:56362161	-0.0468612561548129	-0.264789250535288	-0.172312567507912	-0.185466685229812	-0.200569067827538	-0.198019176284823	-0.179941782813046
chr12:56359865:56362165	-0.0539547151837313	-0.257857360641721	-0.150829784263629	-0.105125656634674	-0.248317071127946	-0.182656210241441	-0.149209647470833
chr12:56359867:56362167	-0.0540722978346281	-0.29580478948336	-0.127320230754041	-0.115753777529548	-0.172807974724226	-0.157998164409592	-0.234928495681014
chr12:6451202:6453502	-0.0584418113391771	-0.185953910290864	-0.159001953568326	-0.23688685240224	-0.0659216344219839	-0.265827063458031	-0.0479738971659899
chr12:6451215:6453515	-0.0537088469517696	-0.127625597343554	-0.204603972231243	-0.170460449805632	-0.133654520819906	-0.352241683527991	-0.0843439004871687
chr12:6451217:6453517	-0.0552849165794744	-0.13410788736295	-0.207032795426326	-0.170506860674327	-0.163492854570101	-0.357679520645561	-0.0885983984946443
chr12:6451219:6453519	-0.0604780245801077	-0.14898590486383	-0.230043626443685	-0.179175340694295	-0.11786359513679	-0.350708419021949	-0.11631377436725
chr12:6451234:6453534	0.00235473636477627	-0.0926512014028561	-0.166479563740085	-0.110735357129115	-0.174252361104491	-0.227961909052287	-0.0194032258156254
chr12:7935867:7938167	-0.168482292683419	-0.564350072020526	-0.010497462409913	-0.139477424987172	-0.0386748044248899	-0.110191681531648	-0.0566287152235608
chr12:7935869:7938169	-0.160258115164951	-0.473189068381483	-0.0876057925114585	-0.141879126524718	-0.179115573442301	-0.143214674234672	-0.0644650464852981
chr12:7935884:7938184	-0.203678990282771	-0.456666325864819	-0.0579292013320822	-0.196746034062532	-0.129374974333586	-0.140839647627237	-0.0642874098134012
chr12:7935886:7938186	-0.200357957090816	-0.552369291955987	-0.0516945467394793	-0.214047800881471	-0.0890367732828828	-0.107969852417267	-0.091153370752613
chr12:7935887:7938187	-0.236931950187669	-0.522373246360859	-0.0469846344002578	-0.18482275726317	-0.115421542019253	-0.149281067420894	-0.0390004442816916
chr12:89603466:89605766	0.00672248671257405	-0.376631601277034	0.0932523102289147	-0.0129576753171569	0.0185046306696328	-0.0700348225079636	-0.0781538073041624
chr12:89630454:89632754	-0.27399331081554	-0.108908645542587	-0.116408025360921	-0.216941851464854	0.0910992136434988	-0.121976932234699	0.0456537712748863
chr12:89655767:89658067	-0.165470462905779	0.0233904029585559	-0.13102429822518	0.0628920821244384	-0.106043815824076	-0.372798588807993	0.0164979626202531
chr12:89655811:89658111	-0.0975487748596892	0.0195330745086825	-0.113845613257717	-0.0397450902328563	-0.0737590838925666	-0.193304287017614	0.0646541046219644
chr12:91111186:91113486	-0.0441508045289338	-0.380831852698123	-0.341759025912123	-0.121437305524857	-0.189922589951774	-0.454181236039893	-0.259107570062699
chr12:91111194:91113494	-0.0469814503186911	-0.362499709405823	-0.325810719636035	-0.125459630144844	-0.184749398920409	-0.45269307396727	-0.252425786063385
chr12:91179195:91181495	-0.507670384290456	-0.717429287021123	-0.17492038464846	-0.189590495103945	-0.538859781617629	-0.346095021343677	-0.204214326633437
chr12:91179213:91181513	-0.41021203535866	-0.697749608129652	-0.199986901454737	-0.225126684955053	-0.551891852480655	-0.421152588931044	-0.134135166265027
chr12:91179233:91181533	-0.454284172245064	-0.750184528205229	-0.219022604688198	-0.110825920296575	-0.624808294687267	-0.35313400884221	-0.138294804567509
chr12:91180181:91182481	-0.230779982474449	-0.544416147630823	0.0207298462688236	-0.0428938131047972	-0.112935142533806	-0.162352444065311	0.0426496092626975
chr12:91182505:91184805	-0.49782411452026	-0.726949570295776	-0.512960884844785	-0.310077078878327	-0.34423285512969	-0.356541486993121	-0.328995796916513
chr12:91182517:91184817	-0.61805442145266	-0.862601891709224	-0.487068465722428	-0.300618379147504	-0.335624544948255	-0.436055488631352	-0.341571567521884
chr12:9869054:9871354	-0.514813606073153	-0.17078307194162	-0.14253953040972	-0.221684284467388	-0.20504193480352	-0.0856449136584001	-0.176920164383369
chr12:9869086:9871386	-0.477965003088417	-0.139951621002005	-0.0891896542111395	-0.0555221798606641	-0.0803451950687197	-0.0207909088770757	-0.0868282272111004
chr13:101450592:101452892	0.000382853208504581	-0.309011284719773	-0.0871924796426907	-0.115457622898795	-0.230021357907918	-0.123285513812313	-0.155050413318321
chr13:101450661:101452961	-0.0876894737639796	-0.388880989015497	-0.0544763032575423	-0.0968012626850478	-0.38831266074988	-0.0323721810765967	-0.12227411620901
chr13:101450666:101452966	0.0461729668099529	-0.362737979859089	-0.159516886105558	-0.0803839576907253	-0.255423887590759	-0.0486664375084196	-0.143954046515949
chr13:101450674:101452974	0.0125365483371975	-0.431162078722855	-0.0160092296097226	-0.106303759827136	-0.381127420999196	-0.0251757246130997	-0.108852877977553
chr13:101596144:101598444	-0.295376515345227	-0.00617407417816422	-0.147554711477161	-0.338398147395022	-0.199776823871279	-0.363611671944993	-0.101657552589049
chr13:101596145:101598445	-0.26102040603525	-0.00325601194775728	-0.195240353890974	-0.377864986779592	-0.0924352008765621	-0.430600929777775	-0.136367528908499
chr14:24159264:24161564	-0.152966906234876	-0.21764799081239	-0.154612164314271	-0.0778419484212006	-0.119586357146874	-0.255149696826876	-0.0683542591693849
chr14:24159272:24161572	-0.192013507297675	-0.272090861791154	-0.0431720306146692	-0.144773395422318	-0.070745855711878	-0.23070613915851	-0.0921057219525307
chr14:24159276:24161576	-0.0212040723538696	-0.233492684956834	-0.121004224109457	-0.100158054019496	-0.123974827188133	-0.257068142586134	-0.0832418053202247
chr14:24159289:24161589	-0.0637337035493337	-0.258586476092441	-0.0606242116882296	-0.0900128042439402	-0.150867093578059	-0.249094563229042	-0.165842134995177
chr14:24159292:24161592	-0.11897777945313	-0.273427634667124	-0.110691423468882	-0.0515132671249242	-0.119289163313885	-0.270596241274178	-0.0843426249737089
chr14:24159300:24161600	-0.110749391270358	-0.310320032976232	-0.0447854704935345	-0.109464130485914	-0.101226795456746	-0.191908303416046	-0.118148733856806
chr14:24159303:24161603	-0.0989405272810563	-0.251495100592399	-0.0617830205738117	-0.0580851184690092	-0.0936121640317975	-0.257301400064308	-0.121918970910312
chr14:24159316:24161616	-0.0171882662855726	-0.284379784275425	-0.00610608669758609	-0.0815432386832816	0.0196107598302416	-0.212748059278879	-0.0886147658469598
chr14:24160995:24163295	-0.0385257019391456	-0.278300443608068	-0.162558562745294	0.0457786578271788	-0.198099372871999	-0.25145898339997	-0.224641226634705
chr14:35290316:35292616	-0.215684918629706	-0.212423767653156	-0.105809900724496	-0.0804495740661618	-0.0680342011961929	0.127090214864331	-0.199700507733424
chr14:35290381:35292681	-0.30045715825256	-0.36198202824711	-0.0853590283364206	-0.0764358936931396	-0.221230399167181	0.185063759804905	-0.264887765851499
chr14:35290387:35292687	-0.272975346702704	-0.303689661174612	-0.158657661481551	-0.139961831841014	-0.0787456572165469	0.060184916069714	-0.264285922756292
chr14:35290392:35292692	-0.228043895347634	-0.312531765489436	-0.155268937569647	-0.125956329203757	-0.0842011036620257	0.127876029707855	-0.394704350215167
chr14:35290394:35292694	-0.247904736780039	-0.322092029417885	-0.174432395333036	-0.120456885190864	-0.114117044884025	0.134551129510261	-0.293639399941947
chr14:35290397:35292697	-0.230885153389567	-0.323598247970579	-0.136542818704831	-0.152586650690708	-0.0698701440299553	0.090885907383656	-0.335487481374987
chr14:35290442:35292742	-0.293187801439656	-0.287560667690647	-0.0643717192605271	-0.147080537855572	-0.0191882647597011	0.0523991749723293	-0.215466353532939
chr14:35290450:35292750	-0.289500035350184	-0.276644084004352	-0.0873506886901705	-0.140132110149008	-0.00135818657372434	0.0379169867640932	-0.211522263366059
chr14:35290472:35292772	-0.292913516287471	-0.254597626112919	-0.177217630241098	-0.0719651686020602	-0.00600070191579731	-0.0537942481554822	-0.149332883132113
chr14:49586051:49588351	-0.45793463338845	-0.0856712240269499	-0.424890192810562	-0.243694895566894	-0.253058424453032	-0.456295543694348	-0.0980056666596506
chr15:24952926:24955226	0.0408205883444736	-0.386470057887961	-0.251521513011183	-0.127475424709186	-0.186359924030139	-0.0432844790202583	-0.0551968402561817
chr15:24952934:24955234	-0.0392605065482691	-0.470410369023614	-0.28894102202527	-0.118988392950782	-0.1739191845762	-0.0928678957946571	-0.0498078388471765
chr15:24952947:24955247	-0.076613670240297	-0.450278116988658	-0.137575368670385	-0.0684241204647197	-0.166787252106781	-0.121890231353806	-0.0379636842095772
chr15:24953002:24955302	0.0036471251416004	-0.412150460851683	-0.296180350201074	-0.0972482255616282	-0.205025011618919	-0.146942675336942	-0.0391125677858085
chr15:24953004:24955304	-0.00056590791445281	-0.369145623680873	-0.249395334676014	-0.109506013429027	-0.204447235131116	-0.10982339174166	-0.0955180929491858
chr15:32682415:32684715	-0.183134461717618	-0.373359809923396	0.0130146850038012	0.168948705504414	-0.0503930586555541	-0.12445145501965	0.0189189229970103
chr15:32682439:32684739	-0.126156818124347	-0.534925381748267	0.0704564514872376	0.0541303973207664	-0.0970481997932642	-0.176439892169435	0.0865061695179277
chr15:49421236:49423536	-0.540385676487367	-0.196082745348116	-0.127804678585075	-0.234166625099461	-0.0156915046347642	-0.342863433686225	-0.296785029133353
chr15:49421241:49423541	-0.454387331101702	-0.203078384876133	-0.10977416191703	-0.168111245789158	-0.132367646961572	-0.314816376067356	-0.424806156635728
chr15:49421257:49423557	-0.492993557032629	-0.233300485288155	-0.187406173727409	-0.203985022848267	-0.0853151972055779	-0.314694618662918	-0.331607593493678
chr15:49421259:49423559	-0.469263531587179	-0.188488389708742	-0.150484923825041	-0.241745307491806	-0.042186613901294	-0.313358805322435	-0.316550465701395
chr16:18790034:18792334	-0.207956981010333	-0.382919317971101	-0.130491267493772	-0.419968428663491	-0.507063939478415	-0.175819854599781	-0.400250152900236
chr16:18790040:18792340	-0.275247512223841	-0.407937499531196	-0.264693870886628	-0.447398729290964	-0.531498406111302	-0.145203434081307	-0.351324155026094
chr16:18790062:18792362	-0.288401358931561	-0.289342564774114	-0.182666925523315	-0.45980680511903	-0.430886502433993	-0.228491859562862	-0.247713087407901
chr16:28596747:28599047	0.0172327473563919	-0.00632779879293336	-0.570276532396637	0.00633991059582678	-0.0522287175063258	-0.139855317962518	-0.0793690693491593
chr16:28596750:28599050	0.0629313734150469	0.106014101034634	-0.569597824484068	-0.0276188010952359	-0.0773898112167159	-0.148872120471761	-0.141109329038337
chr16:3063296:3065596	0.0391893532213633	-0.506190377930394	0.04396260972833	0.0173833112881352	-0.0921209098332183	-0.162183996485993	-0.112773002205412
chr16:3063311:3065611	0.00891672973911652	-0.559744479036625	-0.0684204620071507	-0.0122111136071556	-0.0702224537696224	-0.253736474397906	-0.0574514075857016
chr16:3063321:3065621	0.0556251990757776	-0.613779569733845	-0.042275881141751	-0.0246834611805469	0.0356937106613441	-0.219535204149617	-0.110398081265972
chr16:3063354:3065654	0.0267201537814895	-0.514019596105293	-0.00413993975752723	-0.0477215720225773	-0.144808641713126	-0.187658403040867	-0.0556355896024075
chr16:3063357:3065657	-0.00187542011147902	-0.497031820891386	-0.0492437057879832	-0.0289380316343875	-0.17995850461941	-0.15760894276043	-0.0639065577872029
chr16:3063368:3065668	0.0670254954885616	-0.470894583905525	-0.0539252255007486	-0.0568030884081295	-0.164858955196057	-0.213350279912527	-0.0703592346640527
chr16:3063376:3065676	0.00689664572117947	-0.491371303134913	-0.17310053170094	-0.100203676319203	-0.126944135690428	-0.161974173665338	-0.0533868798204679
chr16:3063379:3065679	0.0176252621523556	-0.487847241052545	-0.158797563850035	-0.104661767016223	-0.0621421442122008	-0.22793918380508	0.0258791207208305
chr16:3063383:3065683	0.0337929539907992	-0.565837302449628	-0.103583004262967	-0.118377871463148	-0.0847158514214721	-0.172016351224122	-0.0429079732769643
chr16:3063391:3065691	0.0220237157838228	-0.54406514535339	-0.0805523772815593	-0.0842468845343297	-0.113534570044728	-0.212990359605968	0.033179081397261
chr16:3063403:3065703	0.0324550674296191	-0.452944345436937	-0.113346313867885	-0.116692741457702	-0.125557255073317	-0.181981278527718	-0.0347360539837041
chr16:3063609:3065909	-0.0284678429647586	-0.471944818251508	-0.096324666581813	-0.0889607998291162	-0.0202145719051318	-0.254301398356362	-0.113499517304074
chr16:3063613:3065913	-0.0540241964141424	-0.481606284497966	-0.0208322433152279	-0.0716507967230035	-0.0116088724910658	-0.274754434038379	-0.0927367054026202
chr16:3063630:3065930	0.0259597447214576	-0.469884369624644	-0.00678681770409944	-0.0548097545103869	-0.0769151972842198	-0.225312451823012	-0.0224084681029114
chr16:3063638:3065938	-0.0052615540676407	-0.529636268146471	-0.0460001324230635	-0.0153314177991167	-0.0837724348392083	-0.181822205674613	-0.0411549347873167
chr16:3063639:3065939	0.00155316795259153	-0.529818340130599	-0.047386284944423	-0.0460770031026202	-0.00140829241199196	-0.207239575125781	-0.0326125833615574
chr16:3063640:3065940	-0.0354748830195921	-0.489501763578977	-0.0444179905407792	-0.0313690796089447	0.0123249642576485	-0.217706287603952	-0.102676937679277
chr16:3063652:3065952	-0.0514581174107165	-0.513987497096563	-0.0358421572699655	-0.00933657003802887	-0.00365802288483347	-0.232648145905021	-0.00587463810233343
chr16:3063653:3065953	-0.00948450341745401	-0.540325487626614	-0.0308889202069146	0.00975263889501613	-0.0435444232888961	-0.264051185662345	-0.0177996338011007
chr16:3063661:3065961	-0.0311155112877733	-0.499982648933935	0.0252392794702512	-0.0182249596404401	-0.076092421176354	-0.293084319991108	-0.0260547945117458
chr16:3063662:3065962	-0.02269727601554	-0.481286910297139	-0.0321563270304859	0.0547241948877362	-0.0929364870788935	-0.269755378619514	-0.0238337225246383
chr16:3063676:3065976	-0.0362452526986479	-0.52883694783175	0.00293131436883856	-0.0512283210619919	-0.0439324844786475	-0.228188554992428	-0.123107078048715
chr16:3063711:3066011	-0.0690366215675673	-0.583780680529124	0.029328639325021	-0.031185211421029	-0.0551313641302985	-0.186638702652781	-0.0571329725392693
chr16:3063783:3066083	-0.0331950732140751	-0.334236317668008	0.0676465062236731	-0.0661404502769386	-0.141095018915199	-0.122883971610213	-0.15378120667143
chr16:3063811:3066111	-0.016132804594851	-0.333432508719647	0.0522159512418962	-0.0659397635149998	-0.13279358387226	-0.150254584447344	-0.108777997290511
chr16:30894606:30896906	-0.135270554384876	-0.176620729387245	-0.058327820131419	-0.0725922549119225	-0.143757601246153	-0.29681952729481	-0.122157414658188
chr16:30894637:30896937	-0.235269621556728	-0.155470809712486	-0.0386548560789088	-0.0544990596511416	-0.244306093511133	-0.240599370562785	-0.21098636788938
chr16:55476829:55479129	-0.263096696125937	-0.418941948505599	-0.0480984495483803	-0.0574029447716505	0.0262404230702744	0.0527121561412888	0.0441929461325002
chr16:56680469:56682769	-0.0317300237289515	-0.646898261449891	-0.16968057915815	-0.0944512406605166	-0.221987879466576	-0.18077844248533	-0.298915109197913
chr16:56680480:56682780	-0.0756738180010434	-0.658388914743472	-0.142189868276019	-0.0700622622874885	-0.235261264506744	-0.230422330280959	-0.278934363156429
chr16:66550562:66552862	-0.19187856955989	-0.314579184707962	-0.146947518164342	-0.0759853514915548	-0.106263816074132	-0.250366893127052	-0.248571250461726
chr16:66550566:66552866	-0.163480577233171	-0.316534402429607	-0.149617777960636	-0.0558027758182802	-0.14227443449477	-0.296866004217207	-0.281637439672621
chr16:66550568:66552868	-0.171656283926415	-0.299744921810988	-0.163115912639962	-0.056566184015522	-0.139708828483736	-0.231068793144206	-0.24705950238716
chr16:66550572:66552872	-0.122321332907915	-0.281850306057676	-0.171886929264924	-0.0570033874986036	-0.125721972927224	-0.239581817029142	-0.231456963762272
chr16:66550581:66552881	-0.0157597778403114	-0.2718140404836	-0.0412005171208921	-0.0438461885109234	-0.0826014989851783	-0.272150517836249	-0.2207384096037
chr17:19386890:19389190	-0.140029654077402	-0.216666630943463	-0.13635924129323	-0.111503764236672	0.0795739300445861	-0.145548168212911	-0.0989010598173814
chr17:27629147:27631447	0.0324336300124877	-0.329092030248739	-0.131553637872393	-0.14004302375432	0.0401528560781371	-0.290713378642326	0.146961221811226
chr17:27629166:27631466	-0.0272690591172165	-0.39870970076082	-0.077140791722354	-0.0829301544178421	0.0263490764839586	-0.277787213086395	-0.00890351988293409
chr17:27629187:27631487	-0.0271104599344433	-0.341952685918662	-0.0542574661027616	-0.0408784575355715	-0.026160744611425	-0.285102047835306	0.0502403291387962
chr17:27629192:27631492	-0.0253978613397761	-0.354312381168581	-0.0768835344758765	-0.0751962732803343	-0.0201878857377119	-0.284334122724151	-0.0738649246090675
chr17:27629194:27631494	0.0164688524200037	-0.422932758473002	-0.024360641930051	-0.0995416116490623	-0.0601892647020037	-0.313696177350479	-0.00141593882755416
chr17:27629208:27631508	0.0393312945782098	-0.419887262917855	-0.0376469528397051	-0.116408503725457	-0.0580565365501587	-0.312485611699324	-0.00817305795979447
chr17:27629210:27631510	-0.0231848462305424	-0.485436515325432	-0.0304281477201046	-0.101594643046132	0.0243402740255316	-0.236020328952782	-0.00256819861442708
chr17:27629213:27631513	0.00436891509062751	-0.477131925128198	-0.0279643464585092	-0.0891255197791439	-0.00922104033108745	-0.323682557707043	-0.078938946100959
chr17:27629225:27631525	-0.0432747022766547	-0.461136473975154	-0.0353901555341562	-0.100922995007686	0.0533887742343427	-0.289165275225012	-0.0547022151859726
chr17:34253217:34255517	-0.496798143959936	-0.434670748457445	-0.169369395421583	-0.161618021885335	-0.176446049917234	-0.166585644796475	-0.265189189664108
chr17:34253284:34255584	-0.476438808696871	-0.414888896628756	-0.0829620747721081	-0.199166823094642	-0.22652539714529	-0.103689228850553	-0.242148342240842
chr17:35352831:35355131	-0.0329541652125095	-0.0856017394639715	-0.0491160673844049	0.00190503518261868	-0.197873973904917	-0.08972500299763	-0.032964574263135
chr17:35373307:35375607	-0.110977168967661	-0.504824198094052	-0.0795030372988342	-0.0353875790097411	-0.0379537323477724	-0.145816331990475	-0.13459309723342
chr17:35373320:35375620	-0.031836885685359	-0.487916212259674	-0.0616891554997608	-0.0191718599148207	-0.0440448488179268	-0.223475971446258	-0.148001389495674
chr17:35373322:35375622	9.6290590913415e-05	-0.479053417467482	-0.102108128493933	-0.0728663463164776	-0.0377868016957328	-0.232453240880969	-0.106207335240535
chr17:35373395:35375695	-0.0492518441814435	-0.427170370271062	-0.0664243611549011	-0.0820687323841031	-0.0153390526200149	-0.278078940407229	-0.0868627521946415
chr17:35373401:35375701	-0.0438721239688457	-0.46176162108142	-0.00802542090278939	-0.0733523897746522	0.0962822591627576	-0.232433242217743	-0.111820118605971
chr17:48604686:48606986	-0.193464560012079	-0.19152899138776	-0.0948734508302143	-0.154151542869376	-0.0543976747102472	-0.0333200624255145	-0.285864872993373
chr17:48604692:48606992	-0.219612676541285	-0.225125183441801	-0.172266061382204	-0.102919256849013	-0.063519102216234	-0.00136094923211283	-0.319119241430373
chr17:50197875:50200175	-0.523579407189534	-0.484477133107337	0.0328821772361811	0.0033939161019825	-0.0487126743582687	-0.11636878746734	-0.0660049268133286
chr17:51151589:51153889	-0.616145889631229	0.0521657944714179	-0.0027178844730765	-0.0389053851218251	-0.149192631164953	0.126247302587718	-0.142219556838075
chr17:51151603:51153903	-0.42193894007136	-0.0676001827236906	-0.131464846674185	0.0158838381043932	-0.152402132334355	-0.0120247400128782	-0.249032997108363
chr17:51151635:51153935	-0.288446936606676	-0.0398717013858266	-0.166955937745002	-0.0037792281237666	-0.0796781238168877	0.0440742939249308	-0.186791711404236
chr17:58351836:58354136	-0.0351011163125318	-0.215058841191185	0.0609900722566844	-0.206100864674279	-0.171904440894321	-0.0584319115196276	-0.004899240355124
chr17:58351867:58354167	-0.0775913934497272	-0.280569621192522	-0.00757387291666838	-0.140471328511752	-0.197397718585478	-0.13044548477675	-0.0248968222446861
chr17:58351901:58354201	-0.0651045238160151	-0.157631111001071	-0.0495846886081053	-0.0684681752729657	-0.161854487153106	-0.136158140008	-0.0423988770316887
chr17:58352793:58355093	-0.137843799343391	-0.262094903239144	-0.0493079318148309	0.093996989688866	-0.0763664459384739	-0.0987428815884751	0.066609603265388
chr17:60087956:60090256	-0.0831355247917892	-0.394196107796143	-0.137978970754206	-0.105455254711926	-0.190112095182418	-0.243577590738625	-0.132692047245076
chr17:60087957:60090257	-0.0733625167859668	-0.416167928276544	-0.222723670899527	-0.0924613622212024	-0.199941271505225	-0.21174245486039	-0.207492755022365
chr17:60087986:60090286	-0.159627793227303	-0.36864504248788	-0.146190810866117	-0.0693998784875362	-0.203338988310712	-0.119951824374593	-0.168553600842206
chr17:60087993:60090293	-0.0941762011110492	-0.424515269552057	-0.184103987966068	-0.079682225416138	-0.17455598540056	-0.178995376254306	-0.220955420120853
chr17:60088013:60090313	-0.118005245116644	-0.341693475574298	-0.136368038784238	-0.119529011657594	-0.230075493451455	-0.306711650094015	-0.20215475510339
chr17:60088015:60090315	-0.0889308500206563	-0.448099605100142	-0.0784912093460392	-0.0972137694763979	-0.262535089106885	-0.282384933750298	-0.167595335800616
chr17:64447114:64449414	-0.377977734718679	-0.101831191802956	-0.0115478502469822	-0.200968296539261	-0.152156363103186	-0.159875879199462	-0.116242203452834
chr17:64447129:64449429	-0.389572292520357	-0.123683616400923	-0.1509332941109	-0.275649048059148	-0.0807823419400167	-0.160736033235924	0.0393491632130416
chr17:64447168:64449468	-0.312077727374675	-0.0792113141085786	-0.0495273048912224	-0.103022741684259	-0.000734428631526627	-0.229028998321609	-0.146527407352496
chr17:64463451:64465751	0.0189199442372515	0.0160617039342672	-0.00732075002556221	0.0812177759203841	-0.0967709158040681	-0.323878208750603	-0.190325715953693
chr17:68426875:68429175	-0.1369051573878	-0.0759858750614888	-0.0941619044372077	-0.0297826616568548	-0.0317261660294521	-0.276086431956186	0.019367256049895
chr17:68541691:68543991	-0.0459382116297188	-0.37302438119833	0.0117405308401214	-0.401041973006233	0.0257214850738474	-0.28629330215186	-0.0237849272481353
chr17:68928815:68931115	-0.0574281416629383	-0.0325064061988784	-0.0292368229556311	0.00143273396624778	-0.092863273717582	-0.23769194230496	0.0487258136318819
